Datetime,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20
2014-10-13 23:00:00,0.534,3.703,0.242,0.337,0.958,0.074,0.27,0.49,0.132,0.453,1.782,0.798,0.534,0.958,0.596,0.593,1.127,0.551
2014-10-13 23:15:00,0.563,1.472,0.198,0.355,0.443,0.223,0.267,0.439,0.172,0.547,1.586,0.456,0.563,0.443,0.624,0.352,1.348,0.478
2014-10-13 23:30:00,0.441,0.265,0.368,0.278,0.645,0.198,0.238,0.272,0.385,0.596,1.361,0.659,0.441,0.645,0.655,0.461,1.111,0.457
2014-10-13 23:45:00,0.451,0.14,0.425,0.284,0.557,0.914,0.247,0.13,0.556,0.506,1.02,0.817,0.451,0.557,0.481,0.565,1.188,0.383
2014-10-14 00:00:00,0.472,0.424,0.274,0.297,0.819,0.344,0.151,0.248,0.43,0.404,1.76,0.773,0.472,0.819,0.409,0.7,1.611,0.358
2014-10-14 00:15:00,0.306,0.435,0.276,0.193,0.683,0.135,0.121,0.31,0.352,0.323,4.162,0.567,0.306,0.683,0.532,0.67,1.28,0.487
2014-10-14 00:30:00,0.306,0.389,0.327,0.193,0.562,0.176,0.121,1.063,0.354,0.271,1.782,0.48,0.306,0.562,0.3,0.572,1.089,0.389
2014-10-14 00:45:00,0.401,0.38,0.452,0.253,0.559,0.074,0.197,0.131,0.381,0.102,0.839,0.483,0.401,0.559,0.298,0.338,1.158,0.476
2014-10-14 01:00:00,0.52,0.447,0.281,0.328,0.435,0.074,0.204,0.24,0.579,0.24,1.149,0.744,0.52,0.435,0.185,0.628,1.463,0.479
2014-10-14 01:15:00,0.305,0.259,0.273,0.192,0.403,0.09,0.12,0.333,0.349,0.13,3.708,0.493,0.305,0.403,0.27,0.647,1.142,0.325
2014-10-14 01:30:00,0.305,0.106,0.338,0.192,0.235,0.216,0.12,0.13,0.305,0.102,2.835,0.48,0.305,0.235,0.23,0.714,0.91,0.286
2014-10-14 01:45:00,0.336,0.205,0.437,0.212,0.427,0.074,0.12,0.13,0.131,0.102,0.412,0.315,0.336,0.427,0.337,0.509,0.972,0.423
2014-10-14 02:00:00,0.59,0.187,0.276,0.371,0.251,0.074,0.272,0.156,0.301,0.138,0.756,0.359,0.59,0.251,0.226,0.623,1.21,0.343
2014-10-14 02:15:00,0.192,0.179,0.141,0.121,0.439,0.321,0.129,0.415,0.229,0.232,0.947,0.456,0.192,0.439,0.185,0.486,1.242,0.286
2014-10-14 02:30:00,0.185,0.106,0.128,0.117,0.292,0.391,0.12,0.134,0.132,0.102,0.494,0.261,0.185,0.292,0.315,0.804,0.816,0.16
2014-10-14 02:45:00,0.185,0.188,0.373,0.117,0.431,0.382,0.12,0.13,0.132,0.102,0.485,0.261,0.185,0.431,0.21,0.6,0.63,0.244
2014-10-14 03:00:00,0.453,0.151,0.122,0.285,0.226,0.295,0.186,0.131,0.177,0.107,0.997,0.263,0.453,0.226,0.356,0.457,0.78,0.234
2014-10-14 03:15:00,0.234,0.236,0.122,0.147,0.31,0.296,0.219,0.366,0.298,0.255,0.482,0.623,0.234,0.31,0.186,0.394,0.961,0.131
2014-10-14 03:30:00,0.187,0.107,0.123,0.118,0.439,0.263,0.121,0.213,0.178,0.103,0.59,0.728,0.187,0.439,0.302,0.518,0.74,0.131
2014-10-14 03:45:00,0.186,0.126,0.31,0.117,0.374,0.21,0.121,0.131,0.132,0.103,0.442,0.608,0.186,0.374,0.188,0.537,0.583,0.183
2014-10-14 04:00:00,0.349,0.283,0.189,0.22,0.333,0.105,0.141,0.132,0.144,0.103,1.082,0.399,0.349,0.333,0.281,0.309,0.754,0.301
2014-10-14 04:15:00,0.351,0.169,0.123,0.221,0.201,0.074,0.259,0.24,0.318,0.19,0.43,0.268,0.351,0.201,0.29,0.465,0.529,0.132
2014-10-14 04:30:00,0.187,0.107,0.148,0.118,0.41,0.074,0.121,0.344,0.198,0.174,0.662,0.543,0.187,0.41,0.382,0.398,0.55,0.132
2014-10-14 04:45:00,0.188,0.171,0.28,0.118,0.383,0.11,0.121,0.132,0.169,0.168,0.412,0.275,0.188,0.383,0.366,0.518,0.279,0.136
2014-10-14 05:00:00,0.188,0.277,0.201,0.119,0.46,0.206,0.122,0.132,0.211,0.223,0.966,0.266,0.188,0.46,0.268,0.459,0.561,0.347
2014-10-14 05:15:00,0.499,0.108,0.124,0.315,0.201,0.074,0.214,0.132,0.146,0.239,0.594,0.266,0.499,0.201,0.446,0.404,0.695,0.132
2014-10-14 05:30:00,0.194,0.108,0.265,0.122,0.254,0.124,0.195,0.381,0.278,0.334,0.601,0.514,0.194,0.254,0.274,0.344,0.605,0.132
2014-10-14 05:45:00,0.188,0.197,0.123,0.119,0.443,0.194,0.122,0.207,0.171,0.103,0.48,0.488,0.188,0.443,0.188,0.665,0.618,0.195
2014-10-14 06:00:00,0.23,0.311,0.222,0.145,0.548,0.284,0.122,0.132,0.197,0.103,0.987,0.446,0.23,0.548,0.189,0.705,0.589,0.376
2014-10-14 06:15:00,0.518,0.138,0.131,0.327,1.243,0.272,0.122,0.132,0.133,0.103,0.697,0.446,0.518,1.243,0.537,0.49,0.741,0.284
2014-10-14 06:30:00,0.443,0.108,0.27,0.279,1.162,0.194,0.261,0.309,0.236,0.253,0.686,0.55,0.443,1.162,0.396,0.577,0.487,0.216
2014-10-14 06:45:00,0.554,0.257,0.123,0.349,1.444,0.194,0.149,1.032,0.278,0.129,1.159,0.752,0.554,1.444,0.308,0.654,0.673,0.228
2014-10-14 07:00:00,0.597,0.231,0.181,0.376,0.779,0.256,0.122,0.252,0.148,0.103,0.789,0.809,0.597,0.779,0.308,0.645,0.27,0.302
2014-10-14 07:15:00,0.564,0.114,0.166,0.355,0.685,0.29,0.122,0.252,0.133,0.103,0.943,0.575,0.564,0.685,0.471,0.658,1.256,0.395
2014-10-14 07:30:00,0.668,0.111,0.26,0.421,0.345,0.179,0.161,0.237,0.205,0.225,0.625,0.535,0.668,0.345,0.449,0.618,0.269,0.211
2014-10-14 07:45:00,0.409,0.206,0.145,0.258,0.486,0.149,0.25,0.487,0.314,0.136,1.089,0.639,0.409,0.486,0.263,0.563,0.434,0.185
2014-10-14 08:00:00,0.271,0.264,0.161,0.171,0.529,0.119,0.122,0.158,0.133,0.103,0.461,0.365,0.271,0.529,0.233,0.427,0.395,0.164
2014-10-14 08:15:00,0.203,0.115,0.238,0.128,0.376,0.215,0.122,0.132,0.136,0.14,0.711,0.305,0.203,0.376,0.327,0.728,0.57,0.321
2014-10-14 08:30:00,0.431,0.108,0.21,0.272,0.202,0.096,0.122,0.132,0.546,0.208,0.519,0.282,0.431,0.202,0.32,0.372,0.436,0.183
2014-10-14 08:45:00,0.271,0.21,0.193,0.171,0.331,0.074,0.214,0.241,0.322,0.103,0.774,0.549,0.271,0.331,0.246,0.487,0.275,0.384
2014-10-14 09:00:00,0.187,0.211,0.245,0.118,0.47,0.074,0.195,0.354,0.14,0.108,0.686,0.558,0.187,0.47,0.186,0.477,0.547,0.131
2014-10-14 09:15:00,0.187,0.165,2.004,0.118,0.388,0.145,0.123,0.131,0.133,0.113,0.472,0.475,0.187,0.388,0.316,3.203,0.559,0.237
2014-10-14 09:30:00,0.277,0.117,2.148,0.175,0.25,0.163,0.131,0.131,0.252,0.261,0.732,0.479,0.277,0.25,0.293,3.268,0.48,0.245
2014-10-14 09:45:00,0.393,0.193,1.077,0.248,0.333,0.074,0.196,0.131,0.209,0.107,0.57,0.427,0.393,0.333,0.284,1.5,0.282,0.131
2014-10-14 10:00:00,0.213,0.131,0.673,0.134,0.411,0.073,0.223,0.342,0.174,0.102,1.676,0.366,0.213,0.411,0.184,1.177,0.597,0.13
2014-10-14 10:15:00,0.185,0.243,0.701,0.116,0.377,0.112,0.125,0.25,0.131,0.102,0.406,0.26,0.185,0.377,0.31,1.122,1.533,0.13
2014-10-14 10:30:00,0.214,0.106,0.721,0.135,0.498,0.193,0.12,0.13,0.212,0.2,0.732,0.268,0.214,0.498,0.258,1.18,1.001,0.326
2014-10-14 10:45:00,0.928,0.201,0.78,0.585,1.811,0.073,0.12,0.13,0.21,0.158,0.478,0.502,0.928,1.811,0.291,1.313,0.519,0.16
2014-10-14 11:00:00,1.283,0.104,0.487,0.809,1.82,0.073,0.258,0.141,0.219,0.1,0.988,0.255,1.283,1.82,0.181,0.816,0.526,0.127
2014-10-14 11:15:00,0.417,0.196,0.424,0.263,0.851,0.089,0.136,0.427,0.129,0.107,0.417,0.255,0.417,0.851,0.25,0.718,0.423,1.091
2014-10-14 11:30:00,0.181,0.175,0.929,0.114,1.37,0.21,0.118,0.148,0.155,0.249,0.529,0.255,0.181,1.37,0.388,0.774,0.482,1.263
2014-10-14 11:45:00,1.411,0.201,1.846,0.889,0.665,0.073,0.118,0.128,0.258,0.1,2.103,0.467,1.411,0.665,0.196,0.843,0.605,0.63
2014-10-14 12:00:00,0.537,0.102,0.707,0.339,0.621,0.071,0.19,0.125,0.221,0.098,2.516,0.306,0.537,0.621,0.176,0.37,3.506,0.124
2014-10-14 12:15:00,0.259,0.152,0.429,0.163,0.616,0.16,0.201,0.314,0.127,0.229,1.882,1.118,0.259,0.616,0.176,0.354,1.949,0.124
2014-10-14 12:30:00,0.326,0.21,0.288,0.205,0.407,0.125,0.116,0.26,0.222,0.11,0.871,0.265,0.326,0.407,0.406,0.454,0.424,0.22
2014-10-14 12:45:00,0.176,0.171,0.117,0.111,0.528,0.071,0.116,0.125,0.188,0.098,2.495,0.385,0.176,0.528,0.25,0.529,0.433,1.19
2014-10-14 13:00:00,0.501,0.127,0.352,0.316,0.635,0.071,0.156,0.124,0.166,0.097,0.566,0.402,0.501,0.635,0.174,0.326,0.391,0.922
2014-10-14 13:15:00,0.506,0.101,0.143,0.319,0.501,0.118,0.23,0.208,0.24,0.244,0.985,0.261,0.506,0.501,0.174,0.418,0.38,0.197
2014-10-14 13:30:00,0.538,0.219,0.126,0.339,0.234,0.176,0.115,0.356,0.204,0.104,0.62,0.261,0.538,0.234,0.328,0.477,0.497,0.123
2014-10-14 13:45:00,0.395,0.157,0.126,0.249,0.402,0.071,0.115,0.124,0.126,0.097,0.871,1.756,0.395,0.402,0.321,0.528,0.482,1.299
2014-10-14 14:00:00,0.391,0.183,0.269,0.246,2.461,0.07,0.133,0.122,0.123,0.095,1.2,1.496,0.391,2.461,0.17,2.054,0.585,1.202
2014-10-14 14:15:00,0.623,0.098,0.235,0.392,2.291,0.08,1.225,0.122,0.299,0.216,1.381,1.481,0.623,2.291,0.228,1.34,0.824,0.862
2014-10-14 14:30:00,0.522,0.105,0.115,0.329,0.2,0.228,1.405,0.368,0.217,0.132,0.495,0.526,0.522,0.2,0.61,1.028,0.724,0.361
2014-10-14 14:45:00,2.109,0.257,0.113,1.328,0.202,0.087,0.112,0.194,0.267,0.095,0.384,0.513,2.109,0.202,0.573,1.032,1.353,0.275
2014-10-14 15:00:00,0.926,0.192,0.267,0.584,0.608,0.081,0.205,0.123,0.266,0.096,0.53,0.241,0.926,0.608,0.529,1.098,1.349,0.358
2014-10-14 15:15:00,0.452,0.099,2.042,0.285,0.464,0.137,0.164,0.163,0.379,0.167,0.895,0.242,0.452,0.464,0.625,0.985,1.472,1.286
2014-10-14 15:30:00,0.386,0.099,3.312,0.243,0.428,0.524,0.113,0.524,0.422,0.181,0.818,0.451,0.386,0.428,0.614,1.02,1.124,2.235
2014-10-14 15:45:00,1.27,0.167,1.532,0.8,0.609,0.07,0.113,0.518,0.269,0.096,0.393,0.303,1.27,0.609,0.673,1.055,0.956,1.414
2014-10-14 16:00:00,1.602,0.237,1.382,1.009,0.708,0.1,0.165,0.355,0.269,0.096,0.459,0.34,1.602,0.708,0.654,1.103,0.41,0.579
2014-10-14 16:15:00,0.297,0.156,4.26,0.187,0.49,0.183,0.215,0.342,0.221,0.112,0.972,0.242,0.297,0.49,1.842,0.632,0.269,0.454
2014-10-14 16:30:00,1.463,0.1,4.393,0.922,0.407,0.07,0.143,0.766,0.365,0.241,1.105,0.406,1.463,0.407,0.585,0.724,0.548,0.39
2014-10-14 16:45:00,0.679,0.099,3.179,0.427,0.634,0.07,0.257,1.628,0.128,0.096,0.867,0.355,0.679,0.634,0.283,1.082,0.474,0.313
2014-10-14 17:00:00,0.52,0.219,0.614,0.327,0.548,0.118,0.255,1.283,0.125,0.096,0.675,0.242,0.52,0.548,0.235,0.833,0.438,0.121
2014-10-14 17:15:00,2.008,0.248,0.554,1.265,1.749,0.177,1.248,0.352,0.125,0.096,0.894,0.381,2.008,1.749,0.246,0.784,0.245,0.286
2014-10-14 17:30:00,3.894,0.115,0.642,2.453,0.2,0.07,1.069,0.496,0.328,0.209,0.779,0.683,3.894,0.2,0.299,0.949,0.666,0.208
2014-10-14 17:45:00,3.787,0.145,0.616,2.386,0.371,0.07,1.124,0.505,0.182,0.204,0.796,0.975,3.787,0.371,0.236,1.057,0.561,0.222
2014-10-14 18:00:00,1.515,0.269,0.339,0.954,0.393,0.088,0.375,0.347,0.127,0.173,0.616,0.736,1.515,0.393,0.46,1.207,0.907,0.289
2014-10-14 18:15:00,0.665,0.346,1.091,0.419,0.671,0.213,0.394,0.231,0.167,0.203,0.685,0.463,0.665,0.671,0.431,0.674,0.957,0.486
2014-10-14 18:30:00,0.771,0.247,2.356,0.486,0.426,0.071,0.381,0.421,0.546,0.22,1.126,0.469,0.771,0.426,0.489,0.718,1.076,0.359
2014-10-14 18:45:00,0.637,0.222,2.285,0.402,0.547,0.097,0.419,0.365,0.636,0.376,1.446,0.721,0.637,0.547,0.296,3.278,0.965,0.268
2014-10-14 19:00:00,0.773,0.233,0.893,0.487,0.903,0.192,0.49,0.246,0.48,0.222,1.397,0.499,0.773,0.903,0.449,1.976,0.56,1.405
2014-10-14 19:15:00,0.748,0.401,0.759,0.471,2.263,0.313,0.376,0.246,0.613,0.218,0.801,0.527,0.748,2.263,0.553,0.901,0.634,2.913
2014-10-14 19:30:00,1.253,0.29,0.667,0.79,1.96,0.227,0.379,0.327,0.651,0.218,1.178,0.607,1.253,1.96,1.392,0.686,0.437,3.666
2014-10-14 19:45:00,1.814,0.222,0.766,1.143,0.784,0.192,0.433,0.473,0.769,0.338,1.022,0.622,1.814,0.784,1.557,1.98,0.865,1.919
2014-10-14 20:00:00,1.461,0.224,0.625,0.921,0.784,0.192,0.592,0.251,0.995,0.258,1.383,0.665,1.461,0.784,1.238,3.471,0.568,0.67
2014-10-14 20:15:00,0.603,0.235,0.371,0.38,0.75,0.369,0.516,0.258,1.706,0.22,1.454,0.438,0.603,0.75,2.008,1.66,0.802,0.579
2014-10-14 20:30:00,0.776,0.263,0.58,0.489,0.697,0.424,0.531,0.368,1.452,0.22,3.591,0.45,0.776,0.697,4.389,2.243,0.929,0.503
2014-10-14 20:45:00,0.725,0.104,0.598,0.457,0.457,0.265,0.55,1.422,0.936,0.254,2.459,0.551,0.725,0.457,4.181,2.787,0.973,1.333
2014-10-14 21:00:00,0.502,0.105,0.414,0.316,0.588,0.194,0.59,1.815,0.881,0.352,3.125,0.896,0.502,0.588,2.458,0.64,1.058,1.012
2014-10-14 21:15:00,0.47,0.175,0.267,0.296,0.787,0.217,0.357,0.62,0.775,0.221,1.742,0.98,0.47,0.787,0.775,0.825,1.109,0.458
2014-10-14 21:30:00,0.476,0.294,0.372,0.3,1.109,0.361,0.239,0.634,0.615,0.243,1.922,1.394,0.476,1.109,0.559,1.421,1.3,0.399
2014-10-14 21:45:00,0.417,0.155,0.393,0.263,0.841,0.232,0.306,0.658,0.773,0.477,1.164,1.348,0.417,0.841,0.638,3.493,1.002,0.139
2014-10-14 22:00:00,0.396,0.249,0.4,0.249,0.843,0.223,0.508,0.542,0.896,0.531,1.175,1.489,0.396,0.843,0.525,3.255,1.182,0.129
2014-10-14 22:15:00,0.57,0.258,0.245,0.359,0.928,0.22,0.335,0.527,0.677,0.535,1.532,1.16,0.57,0.928,0.523,1.513,1.086,0.158
2014-10-14 22:30:00,0.444,0.333,0.29,0.28,0.928,0.269,0.239,0.567,0.476,0.441,1.911,0.926,0.444,0.928,0.303,1.598,0.45,0.248
2014-10-14 22:45:00,0.456,0.273,0.291,0.288,0.827,0.324,0.23,0.398,0.169,0.443,1.255,0.911,0.456,0.827,0.375,1.456,0.261,0.235
2014-10-14 23:00:00,0.432,0.266,0.375,0.272,0.579,0.218,0.195,0.394,0.213,0.442,1.262,0.891,0.432,0.579,0.418,1.752,0.425,0.233
2014-10-14 23:15:00,0.302,0.596,0.32,0.19,0.698,0.218,0.206,0.374,0.301,0.569,1.757,1.199,0.302,0.698,0.401,1.393,0.617,0.317
2014-10-14 23:30:00,0.185,0.477,0.27,0.116,0.783,0.225,0.12,0.481,0.134,0.469,1.963,0.926,0.185,0.783,0.337,1.143,0.501,0.278
2014-10-14 23:45:00,0.185,0.561,0.409,0.116,0.749,0.365,0.12,0.275,0.131,0.442,1.254,0.891,0.185,0.749,0.304,1.238,0.264,0.325
2014-10-15 00:00:00,0.344,0.242,0.358,0.216,0.537,0.082,0.12,0.275,0.232,0.335,0.995,0.921,0.344,0.537,0.456,1.26,0.713,0.294
2014-10-15 00:15:00,0.342,0.185,0.271,0.215,0.397,0.082,0.27,0.187,0.2,0.353,1.347,0.743,0.342,0.397,0.371,0.622,1.029,0.288
2014-10-15 00:30:00,0.185,0.18,0.267,0.117,0.56,0.074,0.13,0.415,0.231,0.453,1.344,0.559,0.185,0.56,0.413,0.599,1.273,0.235
2014-10-15 00:45:00,0.185,0.197,0.262,0.117,0.645,0.161,0.12,0.136,0.132,0.313,0.408,0.262,0.185,0.645,0.305,0.939,1.066,0.273
2014-10-15 01:00:00,0.292,0.115,0.27,0.184,0.354,0.152,0.121,0.131,0.192,0.319,0.488,0.262,0.292,0.354,0.328,0.834,1.047,0.334
2014-10-15 01:15:00,0.36,0.13,0.122,0.227,0.319,0.074,0.184,0.131,0.172,0.324,1.035,0.262,0.36,0.319,0.437,0.676,0.643,0.185
2014-10-15 01:30:00,0.219,0.237,0.122,0.138,0.427,0.074,0.221,0.362,0.251,0.468,0.622,0.584,0.219,0.427,0.315,0.581,0.969,0.131
2014-10-15 01:45:00,0.186,0.141,0.201,0.117,0.689,0.074,0.121,0.217,0.179,0.319,0.409,0.477,0.186,0.689,0.186,0.823,0.729,0.131
2014-10-15 02:00:00,0.239,0.173,0.26,0.151,0.49,0.208,0.121,0.131,0.15,0.322,0.437,0.263,0.239,0.49,0.186,0.835,0.778,0.272
2014-10-15 02:15:00,0.356,0.201,0.165,0.224,0.222,0.106,0.139,0.131,0.205,0.314,1.081,0.263,0.356,0.222,0.278,0.507,0.596,0.21
2014-10-15 02:30:00,0.283,0.17,0.122,0.178,0.2,0.074,0.261,0.236,0.224,0.405,0.683,0.263,0.283,0.2,0.344,0.281,0.841,0.131
2014-10-15 02:45:00,0.186,0.107,0.173,0.117,0.417,0.074,0.121,0.347,0.197,0.394,0.41,0.542,0.186,0.417,0.249,0.393,0.874,0.131
2014-10-15 03:00:00,0.187,0.268,0.328,0.118,0.641,0.107,0.121,0.131,0.132,0.314,0.41,0.312,0.187,0.641,0.186,0.517,0.776,0.225
2014-10-15 03:15:00,0.324,0.187,0.122,0.204,0.2,0.208,0.121,0.131,0.235,0.319,0.956,0.263,0.324,0.2,0.186,0.607,0.605,0.256
2014-10-15 03:30:00,0.366,0.107,0.123,0.231,0.2,0.074,0.211,0.131,0.145,0.158,0.813,0.263,0.366,0.2,0.346,0.317,0.818,0.131
2014-10-15 03:45:00,0.195,0.107,0.264,0.123,0.251,0.074,0.196,0.377,0.28,0.249,0.445,0.495,0.195,0.251,0.354,0.281,0.752,0.131
2014-10-15 04:00:00,0.188,0.244,0.227,0.118,0.689,0.074,0.122,0.21,0.247,0.103,0.416,0.31,0.188,0.689,0.19,0.544,0.836,0.188
2014-10-15 04:15:00,0.317,0.216,0.123,0.2,0.31,0.162,0.122,0.132,0.133,0.103,0.987,0.265,0.317,0.31,0.231,0.575,0.783,0.258
2014-10-15 04:30:00,0.266,0.108,0.129,0.168,0.201,0.153,0.122,0.132,0.133,0.103,0.631,0.265,0.266,0.201,0.413,0.432,0.765,0.172
2014-10-15 04:45:00,0.301,0.108,0.272,0.19,0.216,0.074,0.259,0.248,0.234,0.241,0.595,0.365,0.301,0.216,0.252,0.283,0.62,0.132
2014-10-15 05:00:00,0.189,0.185,0.19,0.119,0.544,0.075,0.151,0.338,0.294,0.123,0.709,0.445,0.189,0.544,0.189,0.484,0.837,0.156
2014-10-15 05:15:00,0.258,0.398,0.156,0.162,0.467,0.135,0.122,0.132,0.133,0.104,0.542,0.339,0.258,0.467,0.234,0.58,0.783,0.262
2014-10-15 05:30:00,0.281,0.23,0.124,0.177,0.307,0.172,0.122,0.132,0.134,0.104,0.704,0.482,0.281,0.307,0.303,0.754,0.856,0.32
2014-10-15 05:45:00,0.406,0.278,0.258,0.256,0.322,0.075,0.159,0.132,0.244,0.223,0.77,0.479,0.406,0.322,0.347,0.452,0.593,0.217
2014-10-15 06:00:00,0.309,0.293,0.155,0.195,1.588,0.075,0.252,0.444,0.282,0.138,0.989,0.525,0.309,1.588,0.247,0.622,0.859,0.217
2014-10-15 06:15:00,0.309,0.379,0.216,0.195,1.978,0.075,0.122,0.282,0.134,0.104,1.241,0.301,0.309,1.978,0.419,0.536,1.037,0.307
2014-10-15 06:30:00,0.501,0.232,0.124,0.316,1.26,0.666,0.122,0.252,0.134,0.139,3.586,0.437,0.501,1.26,1.264,0.796,1.0,0.299
2014-10-15 06:45:00,0.504,0.16,0.25,0.318,0.357,0.24,0.122,0.252,0.234,0.21,2.869,0.447,0.504,0.357,0.439,0.598,0.864,0.269
2014-10-15 07:00:00,0.479,0.159,0.315,0.302,0.465,0.216,0.213,0.358,0.282,0.104,1.047,0.641,0.479,0.465,0.368,0.659,0.723,0.171
2014-10-15 07:15:00,0.402,0.21,0.387,0.254,0.656,0.19,0.198,0.479,0.134,0.104,0.775,0.566,0.402,0.656,0.441,0.668,0.664,0.201
2014-10-15 07:30:00,0.596,0.168,0.377,0.375,0.475,0.144,0.122,0.237,0.136,0.104,0.625,2.232,0.596,0.475,0.307,0.624,0.738,0.208
2014-10-15 07:45:00,0.298,0.209,0.372,0.187,0.463,0.166,0.131,0.207,0.292,0.251,0.744,1.846,0.298,0.463,0.371,0.708,0.286,0.214
2014-10-15 08:00:00,0.361,0.11,0.443,0.228,0.458,0.075,0.59,0.177,0.233,0.11,0.835,0.534,0.361,0.458,0.301,0.829,0.286,0.133
2014-10-15 08:15:00,0.22,0.134,0.183,0.138,0.443,0.075,0.241,0.356,0.149,0.104,0.627,0.48,0.22,0.443,0.314,0.856,0.598,0.144
2014-10-15 08:30:00,0.217,0.246,0.178,0.137,0.476,0.111,0.133,0.504,0.134,0.104,0.416,0.445,0.217,0.476,0.203,0.632,0.683,0.212
2014-10-15 08:45:00,0.652,0.204,0.124,0.41,0.305,0.196,0.493,0.327,0.216,0.2,2.073,3.538,0.652,0.305,0.261,0.544,0.293,0.237
2014-10-15 09:00:00,0.466,0.107,0.303,0.294,0.232,0.074,0.132,0.136,0.3,0.161,2.554,0.92,0.466,0.232,1.285,0.55,0.275,0.163
2014-10-15 09:15:00,0.564,0.109,1.68,0.355,0.716,0.074,0.262,0.153,0.133,0.103,1.786,0.28,0.564,0.716,1.482,0.591,0.554,0.383
2014-10-15 09:30:00,0.418,0.198,1.262,0.263,0.932,0.089,0.715,0.437,0.133,0.368,1.159,0.28,0.418,0.932,1.484,0.282,0.531,0.223
2014-10-15 09:45:00,0.526,0.275,0.571,0.331,0.731,0.213,1.285,0.22,0.156,0.354,2.497,0.266,0.526,0.731,0.731,0.372,0.519,0.145
2014-10-15 10:00:00,0.404,0.105,0.675,0.255,0.686,0.073,1.605,0.273,0.357,0.101,3.366,0.467,0.404,0.686,0.2,0.696,0.277,0.251
2014-10-15 10:15:00,0.514,0.105,2.147,0.324,1.1,0.073,0.192,0.28,0.13,0.101,0.762,0.318,0.514,1.1,0.186,0.455,0.49,0.128
2014-10-15 10:30:00,0.706,0.155,0.924,0.444,1.7,0.16,0.206,0.47,0.13,0.23,0.561,0.258,0.706,1.7,0.305,0.276,0.425,0.168
2014-10-15 10:45:00,1.764,0.293,0.703,1.111,0.671,0.128,0.119,0.376,0.224,0.114,0.402,0.258,1.764,0.671,0.287,0.465,0.618,0.18
2014-10-15 11:00:00,1.688,0.136,1.786,1.063,0.213,0.072,0.126,0.137,0.241,0.099,0.631,0.497,1.688,0.213,0.253,0.531,0.254,0.188
2014-10-15 11:15:00,0.781,0.103,0.633,0.492,0.538,0.072,0.301,0.137,0.171,0.099,0.802,1.143,0.781,0.538,0.178,0.488,0.441,0.199
2014-10-15 11:30:00,4.085,0.103,0.403,2.573,0.352,0.118,0.375,0.211,0.189,0.244,0.754,0.251,4.085,0.352,0.301,0.284,0.789,0.134
2014-10-15 11:45:00,3.848,0.241,3.007,2.424,0.248,0.179,0.261,0.361,0.208,0.108,0.412,0.251,3.848,0.248,0.219,0.496,1.052,0.199
2014-10-15 12:00:00,3.925,0.224,4.68,2.473,0.255,0.071,0.35,0.124,0.126,0.097,0.383,0.488,3.925,0.255,0.314,0.425,0.639,0.123
2014-10-15 12:15:00,1.486,0.101,4.326,0.936,1.294,0.071,1.446,0.124,0.431,0.097,1.021,0.434,1.486,1.294,0.174,1.073,0.624,0.227
2014-10-15 12:30:00,1.45,0.101,0.897,0.914,2.662,0.071,1.277,0.124,0.436,0.217,0.679,0.476,1.45,2.662,0.232,0.881,1.386,0.155
2014-10-15 12:45:00,0.26,0.105,0.146,0.164,2.627,0.217,0.115,0.367,0.433,0.135,0.485,0.652,0.26,2.627,0.378,1.237,1.501,0.211
2014-10-15 13:00:00,0.313,0.352,1.373,0.197,1.559,0.078,0.112,0.197,0.344,0.095,0.372,0.545,0.313,1.559,0.242,1.347,1.363,0.126
2014-10-15 13:15:00,0.31,0.101,1.076,0.195,1.783,0.069,0.202,0.122,0.389,0.095,1.388,0.729,0.31,1.783,0.18,0.929,0.958,0.994
2014-10-15 13:30:00,0.536,0.098,0.71,0.338,1.527,0.132,0.164,0.122,0.191,0.164,1.057,3.489,0.536,1.527,0.255,0.71,0.757,1.907
2014-10-15 13:45:00,1.195,0.098,0.324,0.753,0.416,0.165,0.112,0.267,0.23,0.182,0.979,0.781,1.195,0.416,0.377,1.099,0.769,1.453
2014-10-15 14:00:00,1.691,0.218,0.333,1.066,0.489,0.07,0.113,0.294,0.216,0.095,0.661,0.511,1.691,0.489,0.17,1.226,1.009,0.139
2014-10-15 14:15:00,0.692,0.238,0.279,0.436,1.052,0.098,0.162,0.122,0.377,0.095,0.767,0.239,0.692,1.052,0.17,0.782,0.788,0.238
2014-10-15 14:30:00,2.079,0.099,0.26,1.31,1.126,0.184,0.216,0.122,0.446,0.109,1.349,0.239,2.079,1.126,0.274,0.622,0.877,0.493
2014-10-15 14:45:00,0.434,0.099,0.409,0.274,0.461,0.185,0.113,0.213,0.503,0.242,1.049,0.488,0.434,0.461,0.319,0.461,1.083,0.282
2014-10-15 15:00:00,0.173,0.099,0.308,0.109,1.308,0.212,0.78,0.341,0.348,0.095,2.614,0.571,0.173,1.308,0.231,1.0,1.223,0.278
2014-10-15 15:15:00,0.52,0.312,0.225,0.328,1.899,0.133,1.037,0.122,0.346,0.095,1.423,0.451,0.52,1.899,0.174,1.246,0.781,0.296
2014-10-15 15:30:00,1.889,0.147,0.258,1.19,1.556,0.179,0.768,0.122,0.44,0.095,1.592,0.455,1.889,1.556,0.253,1.354,0.521,0.721
2014-10-15 15:45:00,0.879,0.099,0.303,0.554,0.852,0.07,0.503,0.264,0.434,0.191,0.946,0.308,0.879,0.852,0.303,1.354,1.317,0.491
