Datetime,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20
2014-10-04 18:45:00,0.417,1.281,0.332,0.263,0.674,0.345,0.057,0.36,0.405,0.399,1.31,2.961,0.417,0.674,0.806,0.806,0.621,1.154
2014-10-04 19:00:00,0.329,0.832,0.4,0.207,0.606,0.429,0.163,0.768,0.487,0.385,1.07,4.347,0.329,0.606,0.943,0.838,0.628,0.662
2014-10-04 19:15:00,0.872,0.979,0.331,0.55,0.479,0.31,0.19,0.538,0.226,0.388,1.192,0.7,0.872,0.479,1.042,0.957,3.546,0.733
2014-10-04 19:30:00,0.634,0.409,0.251,0.399,0.611,0.315,0.324,0.32,0.526,0.432,1.512,1.721,0.634,0.611,0.967,1.177,0.936,0.622
2014-10-04 19:45:00,0.568,0.397,0.258,0.358,0.928,0.299,0.177,0.636,0.489,0.488,1.539,0.587,0.568,0.928,0.512,1.215,1.134,0.571
2014-10-04 20:00:00,0.469,0.373,0.621,0.295,0.82,0.266,0.282,1.309,0.456,0.389,1.562,0.42,0.469,0.82,0.398,0.822,0.636,1.482
2014-10-04 20:15:00,0.402,0.169,1.885,0.253,0.661,0.221,0.32,0.318,0.457,0.378,2.013,0.62,0.402,0.661,0.45,0.753,0.675,1.02
2014-10-04 20:30:00,0.564,0.321,2.649,0.355,0.659,0.161,0.402,0.207,0.51,0.401,2.082,0.676,0.564,0.659,0.65,0.519,1.094,0.776
2014-10-04 20:45:00,0.415,0.593,0.277,0.262,0.962,0.161,0.405,0.478,0.682,0.521,1.321,3.404,0.415,0.962,0.481,0.574,1.233,0.734
2014-10-04 21:00:00,0.519,0.635,0.312,0.327,1.159,0.228,0.325,0.257,0.565,0.349,1.308,1.528,0.519,1.159,0.636,0.848,1.852,0.288
2014-10-04 21:15:00,0.385,0.541,0.554,0.243,0.847,0.457,0.323,0.431,0.751,0.165,1.57,0.727,0.385,0.847,0.594,0.864,1.393,0.402
2014-10-04 21:30:00,0.7,0.576,0.352,0.441,0.96,0.316,0.351,0.435,0.767,0.165,1.547,0.702,0.7,0.96,0.43,0.493,1.403,0.374
2014-10-04 21:45:00,0.722,0.368,0.329,0.455,0.889,0.306,0.445,0.582,2.15,0.269,0.956,2.047,0.722,0.889,0.525,0.472,1.527,0.434
2014-10-04 22:00:00,0.538,0.361,0.378,0.339,0.977,0.31,0.323,0.605,1.015,0.219,1.382,3.211,0.538,0.977,0.509,0.608,1.432,0.532
2014-10-04 22:15:00,0.558,0.372,0.513,0.351,1.048,0.361,0.271,0.419,0.586,0.222,1.228,0.798,0.558,1.048,0.55,0.783,0.983,0.701
2014-10-04 22:30:00,0.617,0.189,0.318,0.388,0.89,0.41,0.177,0.386,0.378,0.416,1.679,0.78,0.617,0.89,0.549,0.697,0.794,0.697
2014-10-04 22:45:00,0.8,0.041,0.324,0.504,0.788,0.307,0.416,0.207,0.373,0.428,0.643,0.802,0.8,0.788,0.833,0.49,0.921,0.528
2014-10-04 23:00:00,0.339,0.086,0.459,0.213,0.957,0.284,1.546,0.482,0.486,0.415,0.876,0.908,0.339,0.957,0.57,1.95,0.844,0.516
2014-10-04 23:15:00,0.253,0.188,0.39,0.159,1.023,0.161,1.205,0.263,0.368,0.145,0.585,0.619,0.253,1.023,0.473,2.699,0.81,0.393
2014-10-04 23:30:00,0.282,0.233,0.315,0.178,0.536,0.266,0.177,0.218,0.372,0.045,1.19,0.624,0.282,0.536,0.78,0.918,0.774,0.534
2014-10-04 23:45:00,0.299,0.184,0.344,0.188,0.395,0.221,0.177,0.207,0.199,0.045,0.479,0.606,0.299,0.395,0.974,0.403,0.839,0.465
2014-10-05 00:00:00,0.265,0.116,0.441,0.167,0.468,0.219,0.307,0.298,0.33,0.2,0.316,0.743,0.265,0.468,0.873,0.41,0.931,0.386
2014-10-05 00:15:00,0.174,0.203,0.405,0.11,0.725,0.304,0.068,0.229,0.249,0.046,0.458,0.769,0.174,0.725,0.755,3.253,0.551,0.358
2014-10-05 00:30:00,0.212,0.13,0.315,0.134,0.175,0.332,0.057,0.062,0.288,0.045,0.512,0.603,0.212,0.175,0.757,1.429,0.43,0.378
2014-10-05 00:45:00,0.174,0.041,0.303,0.11,0.067,0.239,0.057,0.062,0.11,0.045,0.386,0.612,0.174,0.067,0.814,0.425,1.012,0.41
2014-10-05 01:00:00,0.311,0.041,0.445,0.196,0.064,0.161,0.115,0.079,0.151,0.182,0.139,0.626,0.311,0.064,0.84,0.307,0.944,0.276
2014-10-05 01:15:00,0.174,0.127,0.297,0.11,0.413,0.161,0.167,0.364,0.131,0.061,0.475,0.884,0.174,0.413,0.463,0.49,1.125,0.259
2014-10-05 01:30:00,0.282,0.257,0.187,0.178,0.32,0.161,0.057,0.066,0.108,0.045,0.221,0.294,0.282,0.32,0.398,0.417,0.898,0.337
2014-10-05 01:45:00,0.132,0.161,0.193,0.083,0.073,0.314,0.057,0.062,0.116,0.1,0.602,0.074,0.132,0.073,0.39,0.472,1.045,0.389
2014-10-05 02:00:00,0.185,0.104,0.298,0.117,0.064,0.165,0.057,0.062,0.132,0.132,0.188,0.074,0.185,0.064,0.654,0.186,0.77,0.334
2014-10-05 02:15:00,0.117,0.041,0.267,0.073,0.233,0.161,0.166,0.206,0.146,0.045,0.441,0.3,0.117,0.233,0.326,0.266,0.813,0.246
2014-10-05 02:30:00,0.118,0.262,0.067,0.074,0.432,0.161,0.114,0.249,0.063,0.045,0.181,0.125,0.118,0.432,0.27,0.094,0.971,0.236
2014-10-05 02:45:00,0.116,0.082,0.049,0.073,0.152,0.248,0.057,0.062,0.163,0.054,0.493,0.074,0.116,0.152,0.226,0.348,0.86,0.211
2014-10-05 03:00:00,0.054,0.099,0.101,0.034,0.064,0.191,0.057,0.062,0.198,0.189,0.403,0.074,0.054,0.064,0.237,0.289,0.398,0.207
2014-10-05 03:15:00,0.24,0.217,0.176,0.151,0.074,0.041,0.139,0.062,0.069,0.045,0.325,0.267,0.24,0.074,0.194,0.338,0.582,0.117
2014-10-05 03:30:00,0.063,0.303,0.125,0.039,0.557,0.041,0.132,0.308,0.063,0.045,0.293,0.151,0.063,0.557,0.058,0.102,0.789,0.131
2014-10-05 03:45:00,0.179,0.158,0.049,0.113,0.186,0.097,0.057,0.149,0.163,0.045,0.298,0.074,0.179,0.186,0.058,0.185,0.588,0.044
2014-10-05 04:00:00,0.054,0.041,0.049,0.034,0.064,0.142,0.057,0.062,0.16,0.16,0.577,0.116,0.054,0.064,0.158,0.353,0.294,0.163
2014-10-05 04:15:00,0.125,0.041,0.182,0.079,0.064,0.041,0.057,0.062,0.118,0.085,0.206,0.281,0.125,0.064,0.269,0.362,0.166,0.061
2014-10-05 04:30:00,0.178,0.106,0.183,0.112,0.492,0.106,0.214,0.099,0.062,0.045,0.427,0.074,0.178,0.492,0.058,0.187,0.466,0.108
2014-10-05 04:45:00,0.175,0.185,0.06,0.11,0.247,0.197,0.059,0.354,0.138,0.072,0.18,0.074,0.175,0.247,0.059,0.094,0.277,0.068
2014-10-05 05:00:00,0.055,0.096,0.06,0.035,0.097,0.277,0.057,0.066,0.137,0.174,0.477,0.074,0.055,0.097,0.224,0.408,0.18,0.076
2014-10-05 05:15:00,0.054,0.041,0.1,0.034,0.258,0.041,0.057,0.062,0.172,0.045,0.341,0.315,0.054,0.258,0.195,0.478,0.083,0.149
2014-10-05 05:30:00,0.185,0.065,0.231,0.117,0.484,0.146,0.148,0.062,0.063,0.045,0.385,0.102,0.185,0.484,0.058,0.262,0.519,0.067
2014-10-05 05:45:00,0.163,0.186,0.108,0.102,0.392,0.452,0.126,0.284,0.086,0.187,0.242,0.074,0.163,0.392,0.058,0.262,0.248,0.109
2014-10-05 06:00:00,0.128,0.132,0.06,0.08,0.184,0.384,0.057,0.163,0.25,0.045,0.392,0.083,0.128,0.184,0.184,0.579,0.212,0.044
2014-10-05 06:15:00,0.054,0.041,0.06,0.034,0.207,0.393,0.057,0.062,0.189,0.045,0.412,0.242,0.054,0.207,0.201,0.357,0.083,0.122
2014-10-05 06:30:00,0.154,0.041,0.211,0.097,0.413,0.383,0.117,0.062,0.183,0.055,0.275,0.207,0.154,0.413,0.099,0.11,0.406,0.103
2014-10-05 06:45:00,0.138,0.146,0.168,0.087,0.546,0.446,0.18,0.182,0.262,0.19,0.765,0.074,0.138,0.546,0.058,0.094,0.239,0.13
2014-10-05 07:00:00,0.179,0.177,0.06,0.113,0.184,0.472,0.177,0.257,0.276,0.045,0.126,0.075,0.179,0.184,0.123,0.463,0.445,0.044
2014-10-05 07:15:00,0.054,0.072,0.109,0.034,0.188,0.374,0.177,0.062,0.183,0.045,0.166,0.34,0.054,0.188,0.2,0.297,0.458,0.044
2014-10-05 07:30:00,0.057,0.041,0.233,0.036,0.328,0.357,0.202,0.062,0.167,0.045,0.476,0.084,0.057,0.328,0.168,0.221,0.351,0.163
2014-10-05 07:45:00,0.294,0.126,0.314,0.185,0.559,0.346,0.246,0.062,0.234,0.183,0.703,0.074,0.294,0.559,0.058,0.094,0.396,0.15
2014-10-05 08:00:00,0.168,0.083,0.122,0.106,0.215,0.446,0.102,0.341,0.228,0.065,0.19,0.284,0.168,0.215,0.201,0.356,0.313,0.108
2014-10-05 08:15:00,0.131,0.18,0.981,0.083,0.144,0.266,0.072,0.101,0.113,0.045,0.156,0.114,0.131,0.144,0.106,0.368,0.421,0.054
2014-10-05 08:30:00,0.054,0.041,0.869,0.034,0.306,0.264,0.525,0.062,0.063,0.045,0.421,0.074,0.054,0.306,0.187,0.269,0.084,0.141
2014-10-05 08:45:00,0.164,0.078,0.215,0.104,0.249,0.335,0.091,0.062,0.133,0.133,0.6,0.074,0.164,0.249,0.163,0.095,0.301,0.076
2014-10-05 09:00:00,0.137,0.109,0.17,0.086,0.254,0.328,0.057,0.244,0.159,0.113,0.724,0.313,0.137,0.254,0.119,0.211,0.255,0.131
2014-10-05 09:15:00,0.177,0.127,0.06,0.111,0.652,0.264,0.057,0.196,0.17,0.045,0.413,0.121,0.177,0.652,0.058,0.465,0.45,0.044
2014-10-05 09:30:00,0.054,0.123,0.06,0.034,0.427,0.302,0.126,0.062,0.073,0.045,0.634,0.09,0.054,0.427,0.125,0.296,0.083,0.078
2014-10-05 09:45:00,0.128,0.041,0.071,0.081,0.307,0.346,0.141,0.061,0.079,0.081,0.989,0.091,0.128,0.307,0.247,0.094,0.143,0.139
2014-10-05 10:00:00,0.164,0.14,0.316,0.103,0.569,0.264,0.844,0.193,0.205,0.17,0.836,0.277,0.164,0.569,0.115,0.152,0.636,0.119
2014-10-05 10:15:00,0.184,0.041,0.06,0.116,0.44,0.254,1.435,0.241,0.161,0.045,0.752,0.159,0.184,0.44,0.058,1.004,0.643,0.225
2014-10-05 10:30:00,0.055,0.177,0.06,0.035,0.177,0.173,0.437,0.061,1.303,0.045,0.688,0.074,0.055,0.177,0.058,0.52,0.083,0.213
2014-10-05 10:45:00,0.116,0.072,0.06,0.073,0.073,0.13,0.468,0.074,1.293,0.045,0.982,0.074,0.116,0.073,0.282,0.431,0.087,0.318
2014-10-05 11:00:00,0.194,0.109,0.233,0.122,0.278,0.041,0.189,0.223,1.412,0.159,0.643,0.178,0.194,0.278,0.15,0.412,0.788,0.26
2014-10-05 11:15:00,0.179,0.074,0.157,0.113,0.413,0.041,0.057,0.211,1.378,0.091,0.895,0.245,0.179,0.413,0.133,0.553,0.78,0.331
2014-10-05 11:30:00,0.244,0.15,0.06,0.154,0.343,0.077,0.141,0.601,1.508,0.045,0.639,0.074,0.244,0.343,0.306,0.678,0.564,0.307
2014-10-05 11:45:00,0.336,0.09,0.06,0.212,0.064,0.163,0.13,1.638,1.55,0.045,0.911,0.074,0.336,0.064,0.414,0.316,0.673,0.367
2014-10-05 12:00:00,0.245,0.044,0.16,0.154,0.186,0.041,0.057,0.654,1.697,0.067,1.545,0.078,0.245,0.186,1.451,0.175,1.392,0.545
2014-10-05 12:15:00,0.262,0.139,0.216,0.165,0.611,0.041,0.109,0.443,1.64,0.186,1.25,0.414,0.262,0.611,1.507,1.966,2.885,0.147
2014-10-05 12:30:00,0.304,0.072,0.06,0.192,0.518,0.041,0.148,0.243,1.627,0.047,0.835,0.3,0.304,0.518,1.518,2.24,2.481,0.044
2014-10-05 12:45:00,0.786,0.169,0.06,0.495,0.274,0.179,0.057,0.067,1.442,0.056,0.846,0.292,0.786,0.274,1.266,0.51,2.084,0.108
2014-10-05 13:00:00,0.295,0.041,0.069,0.186,0.064,0.059,0.057,0.406,1.458,0.056,0.884,0.299,0.295,0.064,0.289,3.38,0.681,0.106
2014-10-05 13:15:00,0.303,0.131,0.271,0.191,0.376,0.041,0.126,1.199,1.214,0.182,0.571,0.457,0.303,0.376,0.217,3.692,1.375,0.13
2014-10-05 13:30:00,0.544,0.041,0.101,0.343,0.543,0.041,0.149,1.482,0.263,0.139,0.945,0.43,0.544,0.543,0.292,2.556,0.566,0.049
2014-10-05 13:45:00,0.446,0.159,0.06,0.281,1.541,0.129,0.068,1.283,0.212,0.194,0.731,0.293,0.446,1.541,0.269,0.553,0.43,0.16
2014-10-05 14:00:00,0.479,0.659,0.06,0.302,1.44,0.113,0.107,2.496,0.23,0.191,1.044,0.293,0.479,1.44,0.274,0.477,0.563,0.044
2014-10-05 14:15:00,0.206,1.797,0.208,0.13,1.826,0.041,0.241,1.926,0.209,0.248,0.568,0.302,0.206,1.826,0.243,0.556,0.576,0.098
2014-10-05 14:30:00,0.318,0.249,0.17,0.2,0.808,0.041,0.79,0.205,0.153,0.177,0.801,0.56,0.318,0.808,0.147,0.625,0.85,0.086
2014-10-05 14:45:00,0.33,0.538,0.06,0.208,0.678,0.047,1.264,0.166,0.063,0.045,0.875,0.312,0.33,0.678,0.178,1.251,0.498,0.131
2014-10-05 15:00:00,0.276,0.614,0.06,0.174,0.432,0.194,0.33,0.248,0.136,0.045,1.028,0.307,0.276,0.432,0.307,1.013,0.565,0.083
2014-10-05 15:15:00,0.103,0.482,0.117,0.065,0.464,0.041,0.057,0.513,0.092,0.045,0.669,0.299,0.103,0.464,0.426,1.061,0.234,0.048
2014-10-05 15:30:00,0.15,0.461,0.259,0.094,0.508,0.041,0.206,0.434,0.198,0.146,0.634,0.473,0.15,0.508,0.474,0.919,0.374,0.13
2014-10-05 15:45:00,0.252,0.211,0.06,0.159,0.703,0.041,0.083,0.588,0.093,0.111,0.869,0.235,0.252,0.703,0.278,1.055,0.387,0.088
2014-10-05 16:00:00,0.054,0.211,0.06,0.034,0.614,0.118,0.068,0.581,0.145,0.045,0.633,0.089,0.054,0.614,0.281,0.657,0.324,0.127
2014-10-05 16:15:00,0.053,0.059,0.175,0.034,0.514,0.127,0.068,0.219,0.075,0.045,1.398,0.291,0.053,0.514,0.368,0.616,0.305,0.152
2014-10-05 16:30:00,0.138,0.042,0.452,0.087,0.44,0.041,0.218,0.117,0.092,0.045,2.021,0.164,0.138,0.44,0.487,0.604,0.445,0.241
2014-10-05 16:45:00,0.281,0.554,0.206,0.177,0.295,0.041,0.28,0.203,0.201,0.199,1.528,0.33,0.281,0.295,0.278,0.388,0.702,0.247
2014-10-05 17:00:00,0.054,0.584,0.207,0.034,0.31,0.074,0.202,0.233,0.136,0.058,1.562,0.074,0.054,0.31,0.181,0.631,0.518,0.181
2014-10-05 17:15:00,0.301,0.438,0.275,0.19,0.117,0.165,0.152,0.062,0.084,0.12,0.399,0.074,0.301,0.117,0.069,0.479,0.309,0.121
2014-10-05 17:30:00,0.348,0.474,0.361,0.219,0.14,0.041,0.083,0.062,0.078,0.112,0.151,0.097,0.348,0.14,0.376,0.385,0.163,0.263
2014-10-05 17:45:00,0.541,0.23,0.264,0.341,0.25,0.041,0.252,0.119,0.193,0.097,0.639,0.311,0.541,0.25,0.128,0.318,0.546,0.311
2014-10-05 18:00:00,0.419,0.194,0.284,0.264,0.744,0.041,0.132,0.318,0.259,0.159,1.3,0.569,0.419,0.744,0.134,0.639,0.558,0.208
2014-10-05 18:15:00,0.391,0.041,0.337,0.247,0.475,0.192,0.162,0.062,0.225,0.045,0.718,0.414,0.391,0.475,0.192,1.31,0.376,0.201
2014-10-05 18:30:00,0.439,0.044,0.478,0.277,0.432,0.222,0.177,0.062,0.221,0.045,0.681,0.591,0.439,0.432,0.417,1.155,0.39,0.201
2014-10-05 18:45:00,0.696,0.084,0.394,0.439,1.0,0.161,0.277,0.151,0.326,0.068,1.24,3.42,0.696,1.0,0.43,1.053,0.619,0.26
2014-10-05 19:00:00,0.599,0.33,0.229,0.377,1.296,0.161,0.41,0.484,0.459,0.179,1.095,0.609,0.599,1.296,0.263,0.976,0.8,0.229
2014-10-05 19:15:00,0.411,0.056,0.238,0.259,0.509,0.161,0.323,0.398,0.454,0.084,0.979,0.457,0.411,0.509,0.37,1.131,0.513,0.295
2014-10-05 19:30:00,0.259,0.041,0.364,0.163,0.294,0.311,0.291,0.466,0.332,0.189,0.673,0.469,0.259,0.294,0.697,1.128,0.39,0.361
2014-10-05 19:45:00,0.37,0.227,0.207,0.233,0.533,0.176,0.215,0.468,0.328,0.219,1.361,0.466,0.37,0.533,0.925,0.448,0.474,0.521
2014-10-05 20:00:00,0.469,0.432,0.18,0.296,0.648,0.161,0.298,0.585,0.432,0.412,1.123,0.445,0.469,0.648,0.72,0.625,0.801,0.402
2014-10-05 20:15:00,0.261,0.27,0.282,0.164,0.659,0.161,0.177,0.63,0.456,0.371,2.775,0.925,0.261,0.659,1.585,0.787,0.662,0.385
2014-10-05 20:30:00,0.306,0.35,0.337,0.193,0.704,0.213,0.177,0.485,0.34,0.308,2.915,0.814,0.306,0.704,1.58,3.266,0.406,0.403
2014-10-05 20:45:00,0.596,0.324,0.18,0.375,1.171,0.276,0.177,0.587,0.289,0.165,2.018,0.645,0.596,1.171,1.828,1.595,0.392,0.508
2014-10-05 21:00:00,1.177,0.319,0.187,0.742,1.143,0.219,0.284,0.56,0.214,0.198,1.397,0.815,1.177,1.143,0.858,0.6,1.019,0.513
2014-10-05 21:15:00,0.448,0.3,0.541,0.282,0.463,0.304,0.236,0.821,0.393,0.291,1.164,1.077,0.448,0.463,0.621,0.797,2.468,0.327
2014-10-05 21:30:00,0.573,0.346,0.323,0.361,0.785,0.302,0.177,0.43,0.393,2.146,1.195,0.83,0.573,0.785,0.483,1.582,0.973,0.268
2014-10-05 21:45:00,0.703,1.1,0.323,0.443,0.487,0.41,0.177,0.317,0.23,1.413,1.696,2.341,0.703,0.487,0.578,1.299,0.635,0.394
2014-10-05 22:00:00,0.533,1.489,0.352,0.336,0.457,0.33,0.177,0.254,0.559,0.42,1.183,2.218,0.533,0.457,0.622,0.772,0.854,0.401
2014-10-05 22:15:00,0.438,0.513,0.552,0.276,0.545,0.186,0.331,0.347,0.443,0.471,0.967,1.96,0.438,0.545,0.434,0.593,0.581,0.384
2014-10-05 22:30:00,0.258,0.522,0.325,0.163,0.802,0.178,0.19,0.322,0.475,0.297,1.993,0.608,0.258,0.802,0.446,1.036,0.733,0.468
2014-10-05 22:45:00,0.261,0.404,0.318,0.164,0.558,0.262,0.177,0.062,0.481,0.165,1.566,0.478,0.261,0.558,0.809,0.801,0.422,0.458
2014-10-05 23:00:00,0.222,0.186,0.33,0.14,0.471,0.266,0.177,0.062,0.347,0.165,1.653,0.43,0.222,0.471,0.928,0.708,0.453,0.459
2014-10-05 23:15:00,0.31,0.276,0.572,0.195,0.511,0.186,0.233,0.075,0.419,0.406,1.22,0.254,0.31,0.511,0.791,0.612,0.169,0.339
2014-10-05 23:30:00,0.113,0.137,0.322,0.071,0.538,0.177,0.288,0.366,0.416,0.325,1.438,0.53,0.113,0.538,0.283,1.047,0.274,0.313
2014-10-05 23:45:00,0.119,0.186,0.206,0.075,0.414,0.189,0.177,0.134,0.241,0.308,1.3,0.26,0.119,0.414,0.268,0.79,0.183,0.39
2014-10-06 00:00:00,0.054,0.041,0.107,0.034,0.198,0.338,0.177,0.205,0.183,0.365,1.424,0.455,0.054,0.198,0.395,0.833,0.305,0.334
2014-10-06 00:15:00,0.186,0.104,0.236,0.117,0.302,0.181,0.072,0.088,0.251,0.272,0.923,0.468,0.186,0.302,0.442,0.71,0.334,0.239
2014-10-06 00:30:00,0.165,0.257,0.194,0.104,0.359,0.19,0.164,0.202,0.268,0.165,1.18,0.692,0.165,0.359,0.305,0.688,0.083,0.245
2014-10-06 00:45:00,0.131,0.3,0.203,0.083,0.337,0.186,0.116,0.253,0.282,0.165,1.158,0.529,0.131,0.337,0.16,0.566,0.421,0.233
2014-10-06 01:00:00,0.054,0.159,0.161,0.034,0.154,0.265,0.057,0.062,0.187,0.172,0.669,0.316,0.054,0.154,0.114,0.478,0.312,0.263
2014-10-06 01:15:00,0.054,0.041,0.14,0.034,0.064,0.158,0.057,0.062,0.311,0.222,0.853,0.293,0.054,0.064,0.246,0.589,0.266,0.261
2014-10-06 01:30:00,0.238,0.143,0.236,0.15,0.323,0.041,0.138,0.062,0.201,0.045,0.747,0.468,0.238,0.323,0.129,0.638,0.095,0.252
2014-10-06 01:45:00,0.19,0.084,0.06,0.12,0.3,0.041,0.134,0.304,0.243,0.045,0.93,0.38,0.19,0.3,0.058,0.54,0.431,0.122
2014-10-06 02:00:00,0.216,0.159,0.06,0.136,0.189,0.095,0.057,0.152,0.215,0.045,0.624,0.292,0.216,0.189,0.058,0.438,0.276,0.046
2014-10-06 02:15:00,0.291,0.041,0.06,0.183,0.064,0.143,0.057,0.062,0.299,0.158,0.913,0.315,0.291,0.064,0.28,0.559,0.157,0.162
2014-10-06 02:30:00,0.337,0.1,0.281,0.212,0.294,0.041,0.057,0.062,0.205,0.087,0.629,0.384,0.337,0.294,0.147,0.647,0.239,0.114
2014-10-06 02:45:00,0.305,0.081,0.093,0.192,0.296,0.041,0.212,0.095,0.126,0.045,0.832,0.074,0.305,0.296,0.058,0.19,0.32,0.079
2014-10-06 03:00:00,0.054,0.148,0.06,0.034,0.23,0.075,0.06,0.356,0.099,0.07,0.339,0.074,0.054,0.23,0.059,0.279,0.274,0.044
2014-10-06 03:15:00,0.054,0.098,0.06,0.034,0.075,0.16,0.057,0.067,0.105,0.176,0.294,0.074,0.054,0.075,0.354,0.221,0.183,0.074
2014-10-06 03:30:00,0.054,0.058,0.159,0.034,0.242,0.041,0.057,0.062,0.174,0.045,0.346,0.312,0.054,0.242,0.058,0.483,0.277,0.17
2014-10-06 03:45:00,0.243,0.125,0.216,0.153,0.442,0.041,0.147,0.167,0.09,0.045,0.381,0.105,0.243,0.442,0.058,0.094,0.34,0.112
2014-10-06 04:00:00,0.182,0.108,0.058,0.115,0.124,0.144,0.128,0.298,0.14,0.187,0.48,0.074,0.182,0.124,0.058,0.275,0.248,0.064
2014-10-06 04:15:00,0.054,0.133,0.049,0.034,0.07,0.079,0.057,0.166,0.173,0.045,0.125,0.074,0.054,0.07,0.276,0.306,0.215,0.213
2014-10-06 04:30:00,0.054,0.041,0.049,0.034,0.084,0.041,0.057,0.062,0.109,0.045,0.406,0.223,0.054,0.084,0.157,0.357,0.203,0.304
2014-10-06 04:45:00,0.152,0.141,0.294,0.096,0.544,0.041,0.115,0.062,0.062,0.053,0.514,0.197,0.152,0.544,0.058,0.113,0.309,0.377
2014-10-06 05:00:00,0.26,0.041,0.058,0.164,0.174,0.104,0.156,0.178,0.24,0.192,0.899,0.074,0.26,0.174,0.059,0.21,0.188,0.196
2014-10-06 05:15:00,0.054,0.28,0.049,0.034,0.184,0.13,0.057,0.261,0.126,0.045,0.448,0.075,0.054,0.184,0.197,0.525,0.372,0.128
2014-10-06 05:30:00,0.063,0.193,0.049,0.04,0.159,0.041,0.057,0.079,0.062,0.045,0.551,0.337,0.063,0.159,0.4,0.41,0.322,0.128
2014-10-06 05:45:00,0.175,0.25,0.195,0.11,0.423,0.041,0.095,0.182,0.062,0.045,1.37,0.087,0.175,0.423,0.178,0.391,0.485,0.307
2014-10-06 06:00:00,0.454,0.178,0.17,0.286,0.8,0.046,0.173,0.182,0.233,0.181,1.143,0.1,0.454,0.8,0.178,0.213,0.469,0.203
2014-10-06 06:15:00,0.203,0.187,0.049,0.128,1.14,0.209,0.057,1.389,0.15,0.067,0.939,0.447,0.203,1.14,0.319,0.602,0.527,0.202
2014-10-06 06:30:00,0.174,0.303,0.049,0.11,0.546,1.502,0.057,0.224,0.062,0.93,0.753,0.117,0.174,0.546,0.38,0.406,0.504,0.314
2014-10-06 06:45:00,0.174,1.718,0.083,0.11,1.173,1.198,0.163,1.114,0.062,1.594,0.977,0.112,0.174,1.173,0.279,0.44,0.213,0.323
2014-10-06 07:00:00,0.282,0.976,0.228,0.178,0.463,0.307,0.166,0.084,0.145,0.382,0.753,0.254,0.282,0.463,0.282,0.262,0.298,0.247
2014-10-06 07:15:00,0.384,0.161,0.101,0.242,0.183,0.276,0.177,0.308,0.237,0.335,0.666,0.49,0.384,0.183,0.241,0.568,0.361,0.468
2014-10-06 07:30:00,0.159,0.162,0.049,0.1,0.28,0.145,0.162,0.343,0.063,0.045,0.357,0.267,0.159,0.28,0.897,0.431,0.346,0.117
2014-10-06 07:45:00,0.129,0.125,0.05,0.081,0.557,0.162,0.199,0.203,0.063,0.045,0.991,0.139,0.129,0.557,1.578,0.386,0.103,0.129
2014-10-06 08:00:00,0.171,0.145,0.203,0.108,0.306,0.181,0.188,0.207,0.074,0.079,2.828,0.142,0.171,0.306,0.75,0.094,0.207,0.253
2014-10-06 08:15:00,0.31,0.041,0.222,0.195,0.085,0.055,0.072,0.268,0.307,0.172,0.371,0.287,0.31,0.085,0.78,0.269,0.606,0.045
2014-10-06 08:30:00,0.054,0.041,0.049,0.034,0.295,0.041,0.057,0.245,0.063,0.045,0.333,0.162,0.054,0.295,0.076,0.526,0.283,0.044
2014-10-06 08:45:00,0.054,0.175,0.409,0.034,0.175,0.104,0.066,0.062,0.063,0.045,0.376,0.158,0.054,0.175,0.189,0.166,0.083,0.044
2014-10-06 09:00:00,0.103,0.149,0.148,0.065,0.275,0.132,0.202,0.426,0.423,0.045,0.43,2.66,0.103,0.275,0.15,0.094,0.083,0.171
2014-10-06 09:15:00,0.272,0.064,0.117,0.171,0.119,0.041,0.057,0.212,0.226,0.157,0.241,0.978,0.272,0.119,0.152,0.158,0.712,0.14
2014-10-06 09:30:00,0.241,0.041,0.148,0.152,0.269,0.041,0.057,0.202,0.16,0.093,0.496,0.354,0.241,0.269,0.058,0.473,0.167,0.044
2014-10-06 09:45:00,0.196,0.148,0.049,0.123,0.23,0.075,0.139,0.061,0.063,0.045,0.439,0.322,0.196,0.23,0.174,0.355,0.087,0.044
2014-10-06 10:00:00,0.326,0.111,0.113,0.205,0.155,0.165,0.132,0.062,0.137,0.045,0.259,2.091,0.326,0.155,0.1,0.094,0.083,0.122
2014-10-06 10:15:00,0.273,0.122,0.129,0.172,0.233,0.041,0.057,0.267,0.363,0.065,0.38,2.561,0.273,0.233,0.213,0.094,0.498,0.185
2014-10-06 10:30:00,0.297,0.041,0.168,0.187,0.175,0.041,0.107,0.151,0.489,0.188,1.613,0.694,0.297,0.175,0.058,0.275,0.414,0.044
2014-10-06 10:45:00,0.2,0.118,0.049,0.126,0.292,0.041,0.149,0.061,0.185,0.045,3.628,0.409,0.2,0.292,0.101,0.607,0.083,0.044
2014-10-06 11:00:00,0.272,0.314,0.06,0.171,0.092,0.177,0.057,0.061,0.063,0.045,3.707,0.729,0.272,0.092,0.133,0.104,0.083,0.205
2014-10-06 11:15:00,0.301,0.282,0.138,0.19,0.423,0.061,0.057,0.175,0.063,0.045,0.891,0.748,0.301,0.423,0.209,0.094,0.24,0.341
2014-10-06 11:30:00,0.255,0.186,0.165,0.161,0.263,0.041,0.181,0.256,0.268,0.179,0.189,0.587,0.255,0.263,0.097,0.335,0.577,0.055
